"Confirmed","Date","Type","Label","Address","Amount (BTC)","ID"
"true","2020-08-06T17:43:33.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000547","116c7ed8ba8e20b8928e939b10736ca4d1f70aaca25883766c3cfe2ce95a8020"
"true","2020-03-11T09:30:45.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000599","5ea312f6f99d5995d649991ca14ad0fc80f07997ff176a7fbdc75b0b553a6b39"
"true","2020-03-10T11:05:22.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000600","9ef69d84bdfa97c168bc03bc2a74fc801c43854ea1867fdebd6024d3fda76365"
"true","2020-01-31T02:13:44.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000800","2ddccc51ca0dc59d58fdf1da12fc1238a7d4ed94fb2792090c2fd048eda8aa43"
"true","2019-12-11T20:52:37.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000777","13847834e3295bb1edcfc6453e81a6c351de860cafff04114b5a4e205ba58bb9"
"true","2019-12-04T15:33:24.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000546","fbe5a4eb2f2ba7ef3abb63fc833fe8d7ebd96a5030c57d356f0729bd3d700fd5"
"true","2019-12-04T05:33:25.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000546","9b01c7f9b9e129db3917b1a7ec5949903472a4c508a833c98b0aed2808be6fed"
"true","2019-07-23T13:25:59.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000547","8163009e0c5a75c481593a75dda410389d04cb1973f8809b3d66baeba2aa9baf"
"true","2019-03-21T21:42:36.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000546","10a440e4b58c8bcc56dd58b04bb51792e6aabb0c82aabf1764006dae09e2aa6a"
"true","2019-03-15T19:32:19.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000546","9c65211c49610dae0fbb52f8055d842f000878414751d2d677f9714a2a1998e2"
"true","2019-02-27T23:39:29.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000648","0bc9bec495508d4c3ef0239ca866ee0200399c56e53efb2f0118473b4c57d4ea"
"true","2019-02-26T08:26:01.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00149186","e9fdc894cf3391d46c901962177bd41ff9819d61ccc796ceb04c0332ea3ccc01"
"true","2018-10-23T14:50:56.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000888","1d6580dcd979951bd600252b741c22a3ea8e605e43168f8452c68915c3ea2bf3"
"true","2018-10-14T20:13:17.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000555","44b660943fd8b7f1b8a8f54c26a0a5ce18b12f3c3ee92bd51249bcfc539b4202"
"true","2017-11-25T10:29:49.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00015000","7ec641eca3e595153cdcb65d2eb1f3e74b9cbe85073c4669cc892b757386ad88"
"true","2017-11-25T10:29:49.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00015000","7ec641eca3e595153cdcb65d2eb1f3e74b9cbe85073c4669cc892b757386ad88"
"true","2016-01-21T17:01:00.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00010000","61093a984aa1b37eae937d78a1ed95d75975a0c32c9d8afa613bf3ae3b5e8de3"
"true","2015-11-25T03:47:46.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00013500","77bfb2a8098508646980195c7885baf710c1b30b83cfb7432c6de01a1afe1bc7"
"true","2015-04-02T20:52:36.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00050000","a45febacfe256008d9d3d993869166e5438e3036164cfc7e3ac2e494fa5f27be"
"true","2015-04-01T22:23:12.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00050000","b3f20f69914fd1a6ec20eb71ac825f9b15c86f29c2612378e703870e7a4115e2"
"true","2015-03-09T21:59:44.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00010000","be6ee28d4dd968a101105acf5618aaa79c96ab80eb3961a4954579002de26f34"
"true","2015-02-03T09:00:43.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00010010","8b3a5448471947ce1ff890a9f250db85ef56a7431b20b0f3e41e3600b1dd8014"
"true","2014-09-07T03:31:10.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00001000","65447a3508fcd85e5adbbd129434344dc56998057e8f334cd98bbaa7536e3346"
"true","2014-09-06T15:36:10.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00010000","19725ca17feeee5b2dd014b180da7130b7c94f06911a28302dde2ac6699d90a8"
"true","2014-07-29T21:55:43.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00010000","df4a1baceb9fe42601dec830e9e6df6d5ce610eda5c95a458d3f36e174b4999b"
"true","2014-03-27T14:07:19.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00005500","d09e6f5cad6f0cd67325de9ca3c6ce8339e2e6660cc380fcfbd91c1e2fa78394"
"true","2013-12-14T13:50:08.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00010000","69ee54bc1d0307fd061c9bd3261d377a879ff392045a9ca2633b8e13c93e0f6e"
"true","2010-10-15T09:22:58.000","Sent to","","142mQiLgqUvLA49CgBqYnPYX6Ei66iGSBB","-22.75000000","491745d93b05675c27e2ee5515ca0b24b699bbdd65955dbd1fb280a18adf9e12"
"true","2010-10-15T09:22:58.000","Sent to","","1KFNobfER5GQZ2CyFdsrHXv3ecnyP45JV4","-404.25000000","491745d93b05675c27e2ee5515ca0b24b699bbdd65955dbd1fb280a18adf9e12"
"true","2010-08-18T22:52:20.000","Sent to","","1GYWRj7FiUDmr63fDu9J6dmetbDMjnQuAB","-573.00000000","c9cfd7e0cda60ab0d21d3b7402b141953f48b3bebc9ca7bd32f1caa78c31a3fb"
"true","2010-05-08T01:32:40.000","Mined","rig3","1Kfn9ihN7CLomLuewShQq8rk8kV4m26qNQ","50.00000000","b1d92ac7a3400a0dda0d74f1cea5b2676ccc11660a3f6d947dc9c10b90f0c1ce"
"true","2010-05-07T01:35:23.000","Mined","rig1","16sGmenQdXLa8mHWfwapQ9yLKuyEWCmdN1","50.00000000","4a959ed28ff83b69028f767498be3a0311d89bfcc03e60f13bf3e76812f9ccc9"
"true","2010-05-05T09:48:13.000","Mined","rig1","1Gh8tfPEbDPzGjPp45SZkEof3quTbLde1c","50.00000000","090ef67f6591e81e19f0c9065ea0397dcc74badb19d5dbebfe371fd342e06ca2"
"true","2010-05-05T04:12:51.000","Mined","rig1","1G7ATcC1PBpmK1RaF599Xe3FZ1Dc3rUnR","50.00000000","6ba6dc70e6c43cc6817a3451a9a92ddfb49b2ab519767fe72880806b820678ff"
"true","2010-05-04T18:37:07.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","50.00000000","71b42a728c5ceded528ba28158ff5e182b93cf1dcb97c291bfe7501f8f7421e9"
"true","2010-05-03T12:31:09.000","Mined","rig3","17bQMvm2VLV5AucX8gE88zYWzFf9ctXfLF","50.00000000","88757e6465f222b9b08eff48be2353f5b0a12042f8edf2f6aff5583c026009cf"
"true","2010-05-02T01:31:02.000","Mined","rig1","1Kg49QEWW5CNGHSm1yPPDmNaJZCtmtzv4u","50.00000000","0834dde07f0ae597220d7430f3ba0249e32611423db9dc946ab1af5de79785f5"
"true","2010-04-30T22:03:51.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","50.00000000","98ebf8ad76d350b8350afab2ab5f5b9b3e042fd4a8db6e2784ddc24a72c64c84"
"true","2010-04-30T16:23:27.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","150.00000000","0880f537dd81c2d422cf26ebe4b659a781df1f8a17a93e49ca0315b68bd4724d"
"true","2010-04-30T13:48:39.000","Mined","rig3","13JJELhoVfW7qVgCfxNEKgocpRSfdvPVw6","50.00000000","7581ce684fc07832e46f25d51a473eb6d2e5c3797658e07112ffb8e5535eb3bd"
"true","2010-04-30T13:43:11.000","Mined","rig1","14zpyT6twKQLhPVsbydiZ9mKPjgKrWgLgB","50.00000000","6652eaeea0ecf3a5a545dadbcd9ae30f75bffa1042660d0f814299b54da200c8"
"true","2010-04-29T03:45:24.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","3c2408bc35c010fa78d63c73d5cb1203c34db2462a22b050f883d22aceadf6cf"
"true","2010-04-29T03:45:24.000","Received with","rig2","1H5gbEfTpDht3rDN19EsTHtRdJzaBaNs1F","49.00000000","3c2408bc35c010fa78d63c73d5cb1203c34db2462a22b050f883d22aceadf6cf"
"true","2010-04-28T23:38:04.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","100.00000000","4087e5a4191eb7d49016457855acb3838784da11c76fd3d073786f9c1faf5624"
"true","2010-04-28T18:27:53.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","100.00000000","ea94357ba58ae3a04bfe23372d0251366ff69fe800bf59f0d546db9e26aa30f2"
"true","2010-04-28T00:21:19.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","50.00000000","ca3d8de7f5799b67236a7c5d525bf17ed17158827db3cd9e1f3f70f293438689"
"true","2010-04-27T22:36:29.000","Mined","rig2","1E62pVJnSuMzpWpZR76MMQgSUU2187c9yc","50.00000000","9afa9ea1f797ca691b20e47eba0d3d9a36940258f7ee1892baeac263e3b030da"
"true","2010-04-27T05:55:42.000","Payment to yourself","","17enpZgGM7x2uM6kfYj1ft3rGZ1RhLYxi1, 15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000000","a2a866b322142ca22400604629c19d31b34fc355a443f142263442bea0d189c0"
"true","2010-04-27T05:50:07.000","Payment to yourself","","18YYDiRKqgEyterq7YGgVYb2az4hFjj412, 15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000000","5e21e9e466c97fe6f60001b5a3a6108ae7bb81fabc8ef464a79889b26dad3b1f"
"true","2010-04-27T05:50:07.000","Received with","rig2","1NKToQ48X5qaMo1ndexWmHKnn6FNNViivq","49.00000000","8c5feb901f3983b0f28d996f9606d895d75136dbe8d77ed1d6c7340a403a73bf"
"true","2010-04-27T05:50:07.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","8c5feb901f3983b0f28d996f9606d895d75136dbe8d77ed1d6c7340a403a73bf"
"true","2010-04-27T05:45:48.000","Payment to yourself","","192ZgnX71qtW2wHEFcSZwhPVFiBb69MMhJ, 15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000000","7a3622e9d57f5dea2dfc6cd5132d686559090d8637907b4576bae7eacf981668"
"true","2010-04-27T05:45:48.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","180d8a516f9ec93f0d5a9dceefa203ffebd94b20c65b4f0102fcdca0b9f6bab0"
"true","2010-04-27T05:45:48.000","Received with","","19jNZrsf7qUpJ8aFft4o2uSKtmFAo7ALNn","49.00000000","0065ca10870302ed2b2308f5b8384820e81c93d307bf9b962f6d98f33a4422cc"
"true","2010-04-27T05:45:48.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","0065ca10870302ed2b2308f5b8384820e81c93d307bf9b962f6d98f33a4422cc"
"true","2010-04-27T05:45:48.000","Received with","rig1","1Pk8KwkNoSTVDGn3m6yeQB1ERG3Eshsx7f","49.00000000","ba4c8c5a3192f3a1e8d2b1984d41d42ae8c36b139a6010b0009456248d2ad0e2"
"true","2010-04-27T05:45:48.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","ba4c8c5a3192f3a1e8d2b1984d41d42ae8c36b139a6010b0009456248d2ad0e2"
"true","2010-04-27T05:45:48.000","Sent to","","1UzE9smc6YBP2NLk8MskApGxdXbdonFcQ","-49.00000000","8084468e05c6faa4029fbfd7b9b9d33e2274e9f40634207bcf86197fc6f83af5"
"true","2010-04-27T03:08:11.000","Received with","","17a3Uz1YWVZH9tm6BS7sKnWY2MuUMep7Jx","8.94000000","24cf2dedab3c7898ec0f0532e177f15f41984b0c820202bcb143e43eec0c25d2"
"true","2010-04-27T03:08:11.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","41.06000000","24cf2dedab3c7898ec0f0532e177f15f41984b0c820202bcb143e43eec0c25d2"
"true","2010-04-26T21:24:02.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","100.00000000","e9366dea3f05fcf4bc9558388b19be65f8624b79ca83e8ebfe75a88eea313ff9"
"true","2010-04-26T02:32:44.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","08c5eb71defc39f8232191aed6538ed96baf9fa90cb035351df39c8db4a734a8"
"true","2010-04-25T19:48:27.000","Mined","rig2","17xVTW9T2VopL7Y6b9SkbZToLWgDcsLjve","50.00000000","cc5600a64f6a07626c07ef2a9fbdd62083fae66145731733a8a8b2590aaf1afb"
"true","2010-04-24T04:56:03.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","7641.06000000","4f36e40cb54d29112d8ae7babadae791fe9b4545d58e43c1704b0135383e5f12"
"true","2010-04-24T04:56:03.000","Payment to yourself","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000000","eb891b9de7353594b3cf52d123fbe29af93f8689f293f6c8a61e20f45341b97f"
"true","2010-04-24T04:28:08.000","Payment to yourself","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000000","04308ad666dc9b7b443ff9f669a7c6b0604279f61f15b1ec73784aa1621d1a78"
"true","2010-04-24T04:28:08.000","Payment to yourself","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000000","3b4bd7499d68124b42b692653dc06037d6f02a229b6f31a116b3c792aca57df2"
"true","2010-04-24T04:09:10.000","Payment to yourself","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000000","0e304b5ec7a2d87848a0c897b52b9d78f3fdfd9b1c10f01d208be42163312c2a"
"true","2010-04-24T04:09:10.000","Payment to yourself","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000000","45c9eb22722ce350c89deab09b3bf89f4aec940b8d866045672ce428aab52b39"
"true","2010-04-24T04:09:10.000","Payment to yourself","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.00000000","d85bd629d31751d0b72f9b0f7e98f273cc9a670aee81600cf375293a005b7756"
"true","2010-04-24T00:04:05.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","79.99000000","cd09e84e98b3d9faf793d78bfd0425037e518569be623caa940aebcdfcd36ff3"
"true","2010-04-23T23:11:08.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","153.00000000","4be675d80d07e55a3f9d4cfff4ea36d719aa852316923db7bc8f605f5584be0a"
"true","2010-04-23T23:11:08.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","0.01000000","b356fdec7ccf5ff29201c5d62fabae75cf879afa3b2769c2ec4540f81b540f79"
"true","2010-04-23T22:43:31.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","da9279bed6421f783042ba4d533abc6669472dd7f8a27811f480ea859013b70a"
"true","2010-04-23T22:43:31.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","5e03ed402edf26620cf47a8d1606f99e0194cb0b930a72b3d6e87b3b00ebcc0a"
"true","2010-04-23T22:21:30.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","1f92f4408ff21211d6e08608dc331b7c5ede2e7a31b3ccf741e7d9df5fb5616a"
"true","2010-04-23T22:02:09.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","7512e3f4936094cd7f08a05af5cb5ff063eb47123a9fff6583117ea804115828"
"true","2010-04-23T22:02:09.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","8f430c005210ec3ebc054e32ab6063e2e6fb3e8d77181a62d272f0907adf5e37"
"true","2010-04-23T22:02:09.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","3528ba79b7d2746df7f5158a18f1f86b7134710a9591f9bf7bd2c3dea6733b3e"
"true","2010-04-23T22:02:09.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","2e0f07339afec324e1c58b829eff8f2720fd69ddf27d41a22161c3a3f3742f73"
"true","2010-04-23T22:02:09.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","de810e51c19273f473e4013f4dd1b77ec2b1cd4501880fbcb27ec6108e1757e2"
"true","2010-04-23T22:02:09.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","a7f02d41b166fcaa4e45326c642811f067a3f4c28aabe96da432388f9fc6a5f1"
"true","2010-04-23T21:46:31.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","d1bce38c01d9f9605c1992ed31c744a4d3774b0d35db9a3325592bb69475300a"
"true","2010-04-23T21:46:31.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","f55dcdae38e9d43932970ce90838f93573224d9947924f8245f956699e12f895"
"true","2010-04-23T21:46:31.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","205e9ce4e1dfdbf6cd2b60be405b80b20ba8053c29a0101c965ea505fe71a4e3"
"true","2010-04-23T21:19:54.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","fcb29d6de10b098871b233a5c84272328ac5fc08ca65d245972c312a08cc0346"
"true","2010-04-23T19:08:09.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","f72e0866bf2bf6709ec864e01210646acd9e8b2cbe5b7249dc9136e4726851cb"
"true","2010-04-23T18:38:18.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","7c9f3955a57f7ba6fecd7a50a7cefd48fdec191168b2270ff3f91da24be44c1f"
"true","2010-04-23T18:38:18.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","d3bd1d2cc6077bc54bb0992eda95472589d66367e6b6c4a86e9f3c503859734b"
"true","2010-04-23T17:51:31.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1.00000000","a94154a9ec4d9818d59b405a31e4e1d38e404f387438f6396d1719600aa2d238"
"true","2010-04-23T00:08:25.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","50.00000000","cfff478229e6c53a05a3b7c58fdef26ff93cec0cb7bc47c7bfb1326134083974"
"true","2010-04-22T16:55:57.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","200.00000000","2f64a2ccc05c3f654357fed31224a1647332727c464715d8c9ef50052b93ea01"
"true","2010-04-22T00:00:49.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","50.00000000","86219830e7c179f8a17aaa43faa9e305286d857aa6d16aa6988582f0aa37a5f9"
"true","2010-04-21T17:25:38.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","150.00000000","ba93e193c270031da6e97294d6e0cc59faab8b448880bf2f9c57cb4eea901523"
"true","2010-04-21T04:44:17.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","150.00000000","8d0920929269aa320e2fae4d9597f9cb09be402894846a7c935b1ab25fd0f51d"
"true","2010-04-20T22:52:35.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","150.00000000","b338535600e2752f03e18ab318da783a6549544303ba84f3da1849a4bd7ba800"
"true","2010-04-20T05:08:26.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","50.00000000","c6bbefc8866b180cdd68a2ea24a42fff9690671615491f19f6c6ab2e169cfa60"
"true","2010-04-20T04:09:50.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","50.00000000","30d5728543278f01de4ed330202dd2f5de1c6a68b3bbd9db1b348d1f3986a481"
"true","2010-04-19T18:46:27.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","1250.00000000","710dcd53a46b1ed15526bb6f89e25d50b0fcbaad8c3b953e7ecf87d7fe5614d1"
"true","2010-04-19T04:09:18.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","741.06000000","9663b350d8561fd9f78ae7a0f14aca29eedf4ab9e8220924a030a0f1ad2147e6"
"true","2010-04-17T01:11:02.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","100.00000000","7263f2a2b98997e5f68e2d485b497bbf50457f7ef3b8c8cbd817eb3816c98e93"
"true","2010-04-16T15:43:42.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","350.00000000","1631717c8d57ef30d05f0a283d17ea1a41a2c004b4b85db11d47d099cc3596c3"
"true","2010-04-15T07:18:44.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","100.00000000","a50a72580e82e91c9eb3340a36ef07e9c84ffdeeaa9d2e0a54758689269e3577"
"true","2010-04-14T17:08:36.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","150.00000000","1f611c7fe54130a525a81d9fed48e42d6faaac4652996187fa2f03c630569db0"
"true","2010-04-13T01:24:43.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","150.00000000","9a80fccd2965ec160ca481d8c447982481d495f642dff2d9a3602244d90db6f6"
"true","2010-04-12T16:42:57.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","200.00000000","a51afbd4d089496660f58e0a441cee1ee3617835ef6abcedbcbdbe85185e184f"
"true","2010-04-11T21:19:35.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","450.00000000","c6c29fff87304715960be6c25e8d5d5f27fb9be7d0e22cb0b4eb7e36f7fbf07b"
"true","2010-04-11T01:57:49.000","Received with","pool","15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX","200.00000000","0a919f926eef187d63282af5cdddf9f7adbd619a4f1c22f16598897a791c741c"
